OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
1666,37,119,001609,2,371190016092,Block Group 2,0016185,"Block Group 2, Census Tract 16.09, Mecklenburg County, North Carolina",982,110,39,49,105,75,43,42,20,68,138,124,60,77,17,15,0,45526,518,105,0.2027027,14470859.6134033,18153.9915107139
1667,37,119,003109,1,371190031091,Block Group 1,0016319,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",1088,38,35,78,120,105,102,67,76,57,177,64,116,23,0,20,10,39924,575,109,0.18956522,5838491.63519287,11934.2064522827
1668,37,119,006405,2,371190064052,Block Group 2,0016677,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina",943,20,46,59,11,11,30,66,26,21,59,114,53,84,54,144,145,86250,483,0,0,94166046.9274292,46805.8840929322
1669,37,119,002702,1,371190027021,Block Group 1,0016260,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",803,13,13,0,37,12,65,0,10,18,43,24,85,16,87,71,309,136995,551,13,0.02359347,17377503.4723511,18116.2113867499
1670,37,119,003013,1,371190030131,Block Group 1,0016296,"Block Group 1, Census Tract 30.13, Mecklenburg County, North Carolina",1124,49,15,0,23,0,15,61,71,43,35,87,16,65,128,142,374,134286,847,56,0.0661157,37092920.7591553,36604.3541276396
1671,37,119,000100,4,371190001004,Block Group 4,0016134,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",90,0,19,0,0,0,0,50,0,0,0,0,0,0,0,0,21,0,13,0,0,4499537.53509521,10270.217091271
1672,37,119,005815,1,371190058151,Block Group 1,0016521,"Block Group 1, Census Tract 58.15, Mecklenburg County, North Carolina",1193,44,32,11,27,59,38,12,71,21,95,135,132,109,58,102,247,83750,711,27,0.03797468,45841391.6577148,31477.3316830545
1673,37,119,003500,1,371190035001,Block Group 1,0016335,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",689,0,0,0,15,12,21,0,36,26,106,80,112,74,62,69,76,88516,278,0,0,9604402.18121338,15373.0479625246
1674,37,119,004000,3,371190040003,Block Group 3,0016363,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",438,33,54,45,35,30,32,18,33,0,52,46,20,24,0,0,16,31719,217,10,0.04608295,12184565.9448242,16104.0846292508
1675,37,119,005907,1,371190059071,Block Group 1,0016589,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",1226,23,7,0,20,7,11,17,7,27,58,131,150,287,83,280,118,117177,1017,26,0.02556539,43082347.5231323,32032.4252876523
1676,37,119,005711,1,371190057111,Block Group 1,0016500,"Block Group 1, Census Tract 57.11, Mecklenburg County, North Carolina",188,0,69,0,0,0,16,0,0,0,0,45,0,9,14,23,12,,185,58,0.31351351,20911741.7950439,19691.9704580411
1677,37,119,004800,2,371190048002,Block Group 2,0016390,"Block Group 2, Census Tract 48, Mecklenburg County, North Carolina",403,36,67,57,33,8,7,29,8,15,50,40,37,0,0,16,0,32679,282,48,0.17021277,7022314.38745117,11212.1937452245
1678,37,119,005848,1,371190058481,Block Group 1,0016582,"Block Group 1, Census Tract 58.48, Mecklenburg County, North Carolina",802,0,0,0,10,0,0,0,9,0,9,65,85,153,63,151,257,156750,736,0,0,28159153.281311,27016.5471724395
1679,37,119,001509,1,371190015091,Block Group 1,0016172,"Block Group 1, Census Tract 15.09, Mecklenburg County, North Carolina",492,17,40,22,37,14,7,20,59,17,55,47,64,72,9,0,12,55058,344,103,0.2994186,7370779.67889404,12212.2023505428
1680,37,119,005618,1,371190056181,Block Group 1,0016482,"Block Group 1, Census Tract 56.18, Mecklenburg County, North Carolina",665,20,0,0,9,18,46,45,30,29,86,30,76,75,55,94,52,82438,573,11,0.01919721,59761966.8395386,30890.0816061356
1681,37,119,001801,3,371190018013,Block Group 3,0016194,"Block Group 3, Census Tract 18.01, Mecklenburg County, North Carolina",278,0,9,35,0,26,82,10,0,13,20,10,41,22,0,4,6,33194,114,28,0.24561404,5935682.09338379,13254.802459687
1682,37,119,001504,2,371190015042,Block Group 2,0016163,"Block Group 2, Census Tract 15.04, Mecklenburg County, North Carolina",535,77,28,28,32,14,95,17,16,0,41,68,80,12,27,0,0,34654,414,125,0.30193237,12707649.2044678,15665.0663831711
1683,37,119,006006,2,371190060062,Block Group 2,0016613,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",722,0,22,21,61,57,52,59,66,49,44,102,107,34,30,18,0,46173,588,111,0.18877551,41211947.0464478,39317.0411495634
1684,37,119,000600,1,371190006001,Block Group 1,0016142,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",465,9,31,0,40,10,0,0,24,21,56,74,50,71,12,21,46,64147,183,8,0.04371585,3940934.78082275,9395.53447917543
1685,37,119,002002,1,371190020021,Block Group 1,0016231,"Block Group 1, Census Tract 20.02, Mecklenburg County, North Carolina",962,62,32,0,0,17,63,13,29,0,104,97,183,86,76,96,104,79467,631,0,0,21406571.382019,21282.4458608733
1686,37,119,005509,2,371190055092,Block Group 2,0016421,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",528,0,0,17,0,33,11,0,0,4,179,103,8,115,36,22,0,62907,413,17,0.04116223,14175783.2723999,16825.0260241381
1687,37,119,002905,2,371190029052,Block Group 2,0016275,"Block Group 2, Census Tract 29.05, Mecklenburg County, North Carolina",540,14,27,0,0,0,11,0,10,32,49,41,39,21,7,16,273,218333,306,0,0,16575566.6652832,21385.8448049414
1688,37,119,003102,1,371190031021,Block Group 1,0016307,"Block Group 1, Census Tract 31.02, Mecklenburg County, North Carolina",1016,105,86,36,56,0,0,77,72,17,58,44,151,127,85,26,76,60179,309,12,0.03883495,26494619.1091919,24770.6300053457
1689,37,119,004000,1,371190040001,Block Group 1,0016361,"Block Group 1, Census Tract 40, Mecklenburg County, North Carolina",466,52,82,81,9,9,43,18,29,9,21,22,74,17,0,0,0,30000,302,55,0.18211921,19909538.8936157,20649.5543939061
1690,37,119,005713,1,371190057131,Block Group 1,0016505,"Block Group 1, Census Tract 57.13, Mecklenburg County, North Carolina",842,10,0,6,22,17,30,54,22,9,55,116,102,67,78,111,143,95463,659,17,0.02579666,79370398.1627197,38077.8087994077
1691,37,119,001921,1,371190019211,Block Group 1,0016226,"Block Group 1, Census Tract 19.21, Mecklenburg County, North Carolina",840,58,7,55,39,31,54,55,33,36,88,159,61,79,48,9,28,55403,600,65,0.10833333,27694016.6578979,25936.2770050327
1692,37,119,003807,2,371190038072,Block Group 2,0016352,"Block Group 2, Census Tract 38.07, Mecklenburg County, North Carolina",1098,95,89,97,84,87,50,69,76,60,78,40,162,17,71,23,0,37963,723,260,0.35961272,19094408.4769897,22088.6744085197
1693,37,119,005831,3,371190058313,Block Group 3,0016546,"Block Group 3, Census Tract 58.31, Mecklenburg County, North Carolina",188,24,0,0,23,13,0,0,14,0,27,24,16,37,0,10,0,58906,33,0,0,3781505.02105713,8164.06068510454
1694,37,119,006109,1,371190061091,Block Group 1,0016639,"Block Group 1, Census Tract 61.09, Mecklenburg County, North Carolina",1232,138,34,16,75,73,181,77,50,116,115,55,111,59,80,39,13,41100,603,56,0.09286899,61570073.49823,32146.339093502
1695,37,119,005713,2,371190057132,Block Group 2,0016506,"Block Group 2, Census Tract 57.13, Mecklenburg County, North Carolina",711,9,36,6,28,38,31,49,35,13,5,66,52,154,110,20,59,91375,552,19,0.03442029,68471281.5975952,47526.4247086549
1696,37,119,006204,4,371190062044,Block Group 4,0016646,"Block Group 4, Census Tract 62.04, Mecklenburg County, North Carolina",758,90,13,15,12,44,32,0,35,14,38,58,93,109,72,123,10,78846,308,0,0,16947969.828125,18347.7641950394
1697,37,119,005515,1,371190055151,Block Group 1,0016437,"Block Group 1, Census Tract 55.15, Mecklenburg County, North Carolina",999,30,0,23,21,64,65,44,38,38,45,97,196,79,60,111,88,78672,639,15,0.02347418,24126082.0092163,22846.1826222541
1698,37,119,002905,1,371190029051,Block Group 1,0016274,"Block Group 1, Census Tract 29.05, Mecklenburg County, North Carolina",669,19,30,11,0,0,21,0,16,13,0,0,17,17,54,47,424,247159,555,0,0,22313643.2077637,21999.764973053
1699,37,119,005829,1,371190058291,Block Group 1,0016540,"Block Group 1, Census Tract 58.29, Mecklenburg County, North Carolina",543,21,8,22,46,9,24,102,16,32,87,60,78,8,0,22,8,49336,149,10,0.06711409,20441882.6065674,24247.798905541
1700,37,119,006406,3,371190064063,Block Group 3,0016680,"Block Group 3, Census Tract 64.06, Mecklenburg County, North Carolina",1445,31,10,78,22,17,74,17,58,66,85,162,288,198,136,142,61,84875,966,0,0,25059288.2252197,22266.0113994086
1701,37,119,005843,2,371190058432,Block Group 2,0016572,"Block Group 2, Census Tract 58.43, Mecklenburg County, North Carolina",761,20,0,49,19,24,42,0,0,70,17,140,67,70,55,124,64,74963,474,31,0.06540084,11020846.368103,15220.6800847374
1702,37,119,005612,2,371190056122,Block Group 2,0016473,"Block Group 2, Census Tract 56.12, Mecklenburg County, North Carolina",658,18,8,0,56,52,45,8,9,10,79,63,105,98,43,40,24,73716,436,43,0.09862385,23331729.3203735,21913.6726484926
1703,37,119,003204,2,371190032042,Block Group 2,0016326,"Block Group 2, Census Tract 32.04, Mecklenburg County, North Carolina",698,44,18,38,0,26,27,9,35,9,104,11,99,151,46,63,18,77333,390,31,0.07948718,8551417.00354004,14410.4133073569
1704,37,119,004200,4,371190042004,Block Group 4,0016372,"Block Group 4, Census Tract 42, Mecklenburg County, North Carolina",436,52,20,22,81,55,49,0,25,0,11,60,13,13,18,9,8,27857,194,66,0.34020619,11351858.7688599,15012.6593324933
1705,37,119,004600,1,371190046001,Block Group 1,0016386,"Block Group 1, Census Tract 46, Mecklenburg County, North Carolina",599,111,43,91,17,66,50,81,41,6,22,0,33,38,0,0,0,27964,288,20,0.06944444,12878952.0654297,16599.4051738552
1706,37,119,003007,4,371190030074,Block Group 4,0016284,"Block Group 4, Census Tract 30.07, Mecklenburg County, North Carolina",558,55,0,0,0,19,68,0,14,33,19,30,46,47,74,71,82,99265,417,0,0,15594368.4906616,19798.6486213811
1707,37,119,005847,2,371190058472,Block Group 2,0016580,"Block Group 2, Census Tract 58.47, Mecklenburg County, North Carolina",857,11,6,0,0,32,19,9,37,24,52,83,77,90,90,90,237,121375,710,6,0.0084507,26063979.0039062,20807.7755810609
1708,37,119,002200,3,371190022003,Block Group 3,0016247,"Block Group 3, Census Tract 22, Mecklenburg County, North Carolina",519,41,28,38,13,13,12,12,0,15,14,15,42,52,15,61,148,115035,252,17,0.06746032,8449896.05877686,12140.5700559991
1709,37,119,003007,2,371190030072,Block Group 2,0016282,"Block Group 2, Census Tract 30.07, Mecklenburg County, North Carolina",712,11,0,31,0,0,0,0,0,0,94,32,0,69,28,122,325,175000,648,12,0.01851852,24979226.4369507,25095.7690734909
1710,37,119,002904,3,371190029043,Block Group 3,0016271,"Block Group 3, Census Tract 29.04, Mecklenburg County, North Carolina",633,0,36,0,34,0,8,0,36,28,120,31,69,29,48,90,104,95045,317,0,0,13587730.4092407,16332.4718251849
1711,37,119,005711,3,371190057113,Block Group 3,0016502,"Block Group 3, Census Tract 57.11, Mecklenburg County, North Carolina",1271,26,23,0,35,27,15,0,38,60,83,199,270,274,74,93,54,85799,947,101,0.10665259,49110888.4057007,32645.9044976731
1712,37,119,006304,2,371190063042,Block Group 2,0016669,"Block Group 2, Census Tract 63.04, Mecklenburg County, North Carolina",1269,63,13,46,0,0,14,43,7,0,22,48,180,139,69,306,319,148417,1099,61,0.055505,51620103.7279663,31012.4324561304
1713,37,119,003018,1,371190030181,Block Group 1,0016306,"Block Group 1, Census Tract 30.18, Mecklenburg County, North Carolina",1210,18,7,31,53,10,33,20,15,54,82,67,254,150,92,105,219,96800,733,16,0.0218281,19976956.6796875,19467.0088429146
1714,37,119,003008,3,371190030083,Block Group 3,0016288,"Block Group 3, Census Tract 30.08, Mecklenburg County, North Carolina",890,0,0,37,59,14,39,0,38,0,104,44,25,86,70,173,201,124643,614,0,0,24183302.7029419,21947.9851769493
1715,37,119,005604,1,371190056041,Block Group 1,0016462,"Block Group 1, Census Tract 56.04, Mecklenburg County, North Carolina",652,163,44,56,21,89,10,21,21,4,71,49,71,17,0,9,6,27143,177,37,0.20903955,49111219.4191895,41628.1851005646
1716,37,119,005706,4,371190057064,Block Group 4,0016495,"Block Group 4, Census Tract 57.06, Mecklenburg County, North Carolina",764,15,26,0,48,22,44,40,76,0,140,125,78,30,41,64,15,54227,538,14,0.0260223,65661502.1050415,35512.1741308818
1717,37,119,000100,5,371190001005,Block Group 5,0016135,"Block Group 5, Census Tract 1, Mecklenburg County, North Carolina",370,29,0,0,0,0,0,0,0,0,34,71,35,79,58,14,50,110147,57,0,0,7036154.12017822,11643.9250922502
1718,37,119,005831,1,371190058311,Block Group 1,0016544,"Block Group 1, Census Tract 58.31, Mecklenburg County, North Carolina",1157,62,25,17,14,16,97,13,16,45,84,163,129,77,55,174,170,79243,656,47,0.07164634,16781027.3415527,17901.9117963187
1719,37,119,003600,3,371190036003,Block Group 3,0016339,"Block Group 3, Census Tract 36, Mecklenburg County, North Carolina",351,61,21,20,8,22,33,26,68,0,18,23,17,19,15,0,0,36010,242,89,0.3677686,6618132.88708496,13364.8399081539
1720,37,119,006214,1,371190062141,Block Group 1,0016659,"Block Group 1, Census Tract 62.14, Mecklenburg County, North Carolina",538,0,0,7,0,11,33,48,23,20,23,62,107,72,48,52,32,93111,416,4,0.00961538,30550245.0448608,32459.1670380719
1721,37,119,005520,2,371190055202,Block Group 2,0016446,"Block Group 2, Census Tract 55.20, Mecklenburg County, North Carolina",266,10,0,0,17,41,14,0,0,25,9,32,53,33,14,18,0,68438,147,11,0.07482993,25891139.3278198,22543.9569387336
1722,37,119,002300,1,371190023001,Block Group 1,0016249,"Block Group 1, Census Tract 23, Mecklenburg County, North Carolina",178,15,38,0,12,21,11,12,30,12,0,0,6,12,9,0,0,30682,129,65,0.50387597,3682431.02282715,8363.62341281103
1723,37,119,002904,1,371190029041,Block Group 1,0016269,"Block Group 1, Census Tract 29.04, Mecklenburg County, North Carolina",555,26,0,0,0,0,45,0,0,0,16,0,29,22,171,15,231,148618,445,14,0.03146067,18504763.0914917,18781.8228087736
1724,37,119,003011,3,371190030113,Block Group 3,0016291,"Block Group 3, Census Tract 30.11, Mecklenburg County, North Carolina",836,0,22,19,35,0,0,55,0,0,59,46,78,130,82,133,177,113917,506,0,0,13766884.0318604,18158.0824467211
1725,37,119,005830,1,371190058301,Block Group 1,0016542,"Block Group 1, Census Tract 58.30, Mecklenburg County, North Carolina",625,32,19,16,54,20,31,8,52,26,74,77,119,48,8,7,34,56875,369,36,0.09756098,13652437.2433472,19736.7408951523
1726,37,119,006203,2,371190062032,Block Group 2,0016641,"Block Group 2, Census Tract 62.03, Mecklenburg County, North Carolina",1056,130,37,68,91,75,53,64,16,16,62,55,23,81,58,127,100,44063,561,73,0.13012478,44438970.9188843,40289.1126072634
1727,37,119,003105,1,371190031051,Block Group 1,0016313,"Block Group 1, Census Tract 31.05, Mecklenburg County, North Carolina",705,0,12,11,10,25,9,21,17,67,7,71,149,110,63,59,74,90438,487,0,0,16307648.7312622,17748.1394294039
1728,37,119,004000,2,371190040002,Block Group 2,0016362,"Block Group 2, Census Tract 40, Mecklenburg County, North Carolina",315,73,25,17,9,0,9,37,16,18,70,33,8,0,0,0,0,38884,122,20,0.16393443,10917135.3747559,16604.7181213803
1729,37,119,006405,1,371190064051,Block Group 1,0016676,"Block Group 1, Census Tract 64.05, Mecklenburg County, North Carolina",1219,55,22,10,61,29,47,118,22,65,90,93,221,120,101,120,45,74609,577,0,0,29543305.3850708,25281.7729546165
1730,37,119,005715,1,371190057151,Block Group 1,0016510,"Block Group 1, Census Tract 57.15, Mecklenburg County, North Carolina",912,0,52,38,42,53,42,65,30,30,64,86,160,123,55,52,20,68485,722,11,0.01523546,196922617.558167,61949.8797979662
1731,37,119,005906,3,371190059063,Block Group 3,0016587,"Block Group 3, Census Tract 59.06, Mecklenburg County, North Carolina",535,46,28,8,51,65,22,0,26,57,40,20,80,10,34,11,37,48443,393,106,0.2697201,130405081.415405,76519.0617925576
1732,37,119,005848,3,371190058483,Block Group 3,0016584,"Block Group 3, Census Tract 58.48, Mecklenburg County, North Carolina",373,18,6,10,0,0,9,19,0,0,0,0,72,57,19,50,113,124063,368,0,0,10512217.9403076,13322.5283403812
1733,37,119,002002,3,371190020023,Block Group 3,0016233,"Block Group 3, Census Tract 20.02, Mecklenburg County, North Carolina",431,23,46,0,0,0,47,15,0,0,8,29,73,0,15,51,124,85724,310,70,0.22580645,13286994.8084717,15803.4933072022
1734,37,119,001915,1,371190019151,Block Group 1,0016209,"Block Group 1, Census Tract 19.15, Mecklenburg County, North Carolina",719,88,22,33,79,85,0,56,32,17,59,127,22,41,41,17,0,39327,376,48,0.12765957,7660308.44146729,12462.7463847368
1735,37,119,005308,1,371190053081,Block Group 1,0016409,"Block Group 1, Census Tract 53.08, Mecklenburg County, North Carolina",648,126,57,37,76,30,104,44,20,25,65,21,10,7,4,22,0,29000,275,96,0.34909091,5507230.4006958,14197.0886069073
1736,37,119,005306,2,371190053062,Block Group 2,0016406,"Block Group 2, Census Tract 53.06, Mecklenburg County, North Carolina",700,87,34,93,89,107,18,41,27,21,114,52,5,0,12,0,0,27026,382,93,0.2434555,29327929.0296021,26446.0607797296
1737,37,119,003011,2,371190030112,Block Group 2,0016290,"Block Group 2, Census Tract 30.11, Mecklenburg County, North Carolina",279,0,0,0,18,0,0,16,21,0,16,16,13,15,17,63,84,151042,210,0,0,4370020.72955322,8821.15935993134
1738,37,119,004100,2,371190041002,Block Group 2,0016366,"Block Group 2, Census Tract 41, Mecklenburg County, North Carolina",908,43,16,25,7,19,40,14,42,10,69,114,107,123,75,125,79,83438,255,17,0.06666667,12276062.7789307,15281.0549219814
1739,37,119,005620,1,371190056201,Block Group 1,0016486,"Block Group 1, Census Tract 56.20, Mecklenburg County, North Carolina",939,0,17,58,49,146,33,101,18,58,46,88,125,31,12,68,89,49429,512,66,0.12890625,70364609.1658936,40677.8069821674
1740,37,119,002906,3,371190029063,Block Group 3,0016278,"Block Group 3, Census Tract 29.06, Mecklenburg County, North Carolina",872,104,23,23,28,9,17,10,20,58,39,109,108,37,8,45,234,74091,462,37,0.08008658,22237735.920166,23805.8463376741
1741,37,119,006009,2,371190060092,Block Group 2,0016621,"Block Group 2, Census Tract 60.09, Mecklenburg County, North Carolina",745,25,0,11,12,43,84,8,102,9,45,99,84,102,90,31,0,71964,500,10,0.02,25991633.5639038,27897.734814547
1742,37,119,001607,1,371190016071,Block Group 1,0016181,"Block Group 1, Census Tract 16.07, Mecklenburg County, North Carolina",1196,73,8,135,74,239,263,39,30,56,46,104,80,13,27,0,9,30774,634,125,0.19716088,19644840.5088501,18972.9462590784
1743,37,119,005610,2,371190056102,Block Group 2,0016470,"Block Group 2, Census Tract 56.10, Mecklenburg County, North Carolina",897,83,40,116,23,71,54,90,26,28,96,61,123,56,16,8,6,37023,392,44,0.1122449,12477697.520874,15904.7923444499
1744,37,119,005816,1,371190058161,Block Group 1,0016523,"Block Group 1, Census Tract 58.16, Mecklenburg County, North Carolina",1242,18,0,18,19,9,0,49,31,29,43,61,151,156,148,126,384,130299,946,15,0.01585624,45664767.3452759,29553.6522642157
1745,37,119,003108,1,371190031081,Block Group 1,0016317,"Block Group 1, Census Tract 31.08, Mecklenburg County, North Carolina",677,80,35,96,48,87,90,39,32,6,18,62,65,0,19,0,0,29574,258,185,0.71705426,4445421.54040527,12835.5276281815
1746,37,119,003008,2,371190030082,Block Group 2,0016287,"Block Group 2, Census Tract 30.08, Mecklenburg County, North Carolina",861,63,22,57,20,0,70,24,118,0,119,49,93,62,36,94,34,55389,366,28,0.07650273,8701374.68695068,12503.350841034
1747,37,119,002200,2,371190022002,Block Group 2,0016246,"Block Group 2, Census Tract 22, Mecklenburg County, North Carolina",370,0,0,13,27,0,27,0,0,0,14,0,0,60,14,85,130,171806,323,10,0.03095975,11492404.4074707,14762.4878065079
1748,37,119,005837,4,371190058374,Block Group 4,0016559,"Block Group 4, Census Tract 58.37, Mecklenburg County, North Carolina",933,0,0,26,30,42,0,46,0,0,0,8,229,92,41,33,386,119508,612,36,0.05882353,17872325.7153931,18765.6543583243
1749,37,119,001919,3,371190019193,Block Group 3,0016222,"Block Group 3, Census Tract 19.19, Mecklenburg County, North Carolina",469,46,0,35,39,31,54,44,30,11,12,66,28,27,25,21,0,38490,325,75,0.23076923,6460945.65405273,16210.6086308627
1750,37,119,004305,1,371190043051,Block Group 1,0016379,"Block Group 1, Census Tract 43.05, Mecklenburg County, North Carolina",1018,128,0,11,20,33,0,48,88,47,173,160,118,89,47,36,20,56800,607,101,0.16639209,36081232.3121338,27375.9403830102
1751,37,119,003008,1,371190030081,Block Group 1,0016286,"Block Group 1, Census Tract 30.08, Mecklenburg County, North Carolina",753,38,43,13,128,0,39,25,20,53,16,13,33,75,137,31,89,67813,489,24,0.04907975,22082209.8221436,26006.7610941853
1752,37,119,001912,2,371190019122,Block Group 2,0016204,"Block Group 2, Census Tract 19.12, Mecklenburg County, North Carolina",283,0,0,0,19,35,0,0,72,40,15,17,16,0,15,0,54,45969,130,17,0.13076923,9834032.98425293,17281.6040778054
1753,37,119,001918,3,371190019183,Block Group 3,0016219,"Block Group 3, Census Tract 19.18, Mecklenburg County, North Carolina",583,65,25,41,111,32,37,34,41,0,18,41,94,9,0,0,35,32969,186,22,0.11827957,6150733.16473389,9816.55750799144
1754,37,119,005604,3,371190056043,Block Group 3,0016464,"Block Group 3, Census Tract 56.04, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3367482.30633545,7757.10662247963
1755,37,119,004400,2,371190044002,Block Group 2,0016382,"Block Group 2, Census Tract 44, Mecklenburg County, North Carolina",1069,57,21,140,62,41,58,49,65,46,192,109,126,58,20,23,2,49659,748,68,0.09090909,55616712.0142822,32350.9582393847
1756,37,119,003103,3,371190031033,Block Group 3,0016312,"Block Group 3, Census Tract 31.03, Mecklenburg County, North Carolina",231,15,0,16,0,38,0,14,0,0,32,0,15,42,0,36,23,0,132,15,0.11363636,8215990.050354,12336.2509104137
1757,37,119,005710,1,371190057101,Block Group 1,0016498,"Block Group 1, Census Tract 57.10, Mecklenburg County, North Carolina",806,39,0,13,8,83,78,0,94,94,27,86,143,89,17,7,28,49722,626,97,0.15495208,20340152.1046143,19823.0454382157
1758,37,119,002903,3,371190029033,Block Group 3,0016268,"Block Group 3, Census Tract 29.03, Mecklenburg County, North Carolina",1122,47,103,41,18,28,9,32,56,112,87,164,137,33,58,114,83,63125,356,65,0.18258427,7555968.09552002,15527.0234928373
1759,37,119,001605,1,371190016051,Block Group 1,0016178,"Block Group 1, Census Tract 16.05, Mecklenburg County, North Carolina",788,45,52,94,67,28,72,26,44,62,89,47,89,21,30,18,4,41250,385,74,0.19220779,10880149.3461304,13544.3728291445
1760,37,119,005828,3,371190058283,Block Group 3,0016539,"Block Group 3, Census Tract 58.28, Mecklenburg County, North Carolina",662,20,19,9,27,51,19,123,9,56,95,50,75,63,16,19,11,49857,176,22,0.125,8738401.33459473,14867.0492242545
1761,37,119,004800,3,371190048003,Block Group 3,0016391,"Block Group 3, Census Tract 48, Mecklenburg County, North Carolina",528,40,54,59,73,49,44,53,56,8,6,38,10,26,6,6,0,26939,201,38,0.18905473,16954671.2280884,20407.5428301744
1762,37,119,002200,1,371190022001,Block Group 1,0016245,"Block Group 1, Census Tract 22, Mecklenburg County, North Carolina",641,51,0,0,0,0,17,50,17,43,64,0,134,43,15,44,163,84973,320,39,0.121875,11343296.0516357,15046.7179273149
1763,37,119,006007,2,371190060072,Block Group 2,0016616,"Block Group 2, Census Tract 60.07, Mecklenburg County, North Carolina",698,25,0,0,13,66,0,0,29,0,16,76,156,131,95,50,41,97130,380,0,0,30668858.4972534,24690.2402845423
1764,37,119,003105,2,371190031052,Block Group 2,0016314,"Block Group 2, Census Tract 31.05, Mecklenburg County, North Carolina",983,22,0,12,10,8,30,49,71,13,105,77,168,115,73,111,119,89358,537,0,0,20404467.8572388,20242.730831581
1765,37,119,005305,1,371190053051,Block Group 1,0016402,"Block Group 1, Census Tract 53.05, Mecklenburg County, North Carolina",292,0,43,34,15,30,5,17,5,79,6,0,50,8,0,0,0,41000,217,67,0.30875576,6642776.2734375,13771.9464708137
1766,37,119,005842,3,371190058423,Block Group 3,0016570,"Block Group 3, Census Tract 58.42, Mecklenburg County, North Carolina",1157,64,24,34,15,30,47,0,30,56,39,93,208,151,149,115,102,94948,920,22,0.02391304,20788102.9438477,20208.0280937321
1767,37,119,005706,2,371190057062,Block Group 2,0016493,"Block Group 2, Census Tract 57.06, Mecklenburg County, North Carolina",580,85,0,53,25,45,16,40,39,0,56,72,15,67,15,20,32,41667,468,160,0.34188034,61451334.7022095,37634.15989371
1768,37,119,001200,2,371190012002,Block Group 2,0016155,"Block Group 2, Census Tract 12, Mecklenburg County, North Carolina",535,50,47,0,11,86,0,32,14,0,36,57,104,19,40,39,0,51910,225,19,0.08444444,8528629.43054199,13231.2840887471
1769,37,119,002904,4,371190029044,Block Group 4,0016272,"Block Group 4, Census Tract 29.04, Mecklenburg County, North Carolina",366,0,0,0,0,0,0,0,0,0,13,90,44,75,27,66,51,102000,200,0,0,9060765.30743408,14397.9751730506
1770,37,119,005307,2,371190053072,Block Group 2,0016408,"Block Group 2, Census Tract 53.07, Mecklenburg County, North Carolina",394,61,0,29,56,30,15,33,71,22,40,0,26,11,0,0,0,35556,194,66,0.34020619,5912093.85803223,13351.1659645594
1771,37,119,005836,2,371190058362,Block Group 2,0016555,"Block Group 2, Census Tract 58.36, Mecklenburg County, North Carolina",425,12,17,0,0,8,18,7,10,7,7,0,37,83,48,88,83,126806,402,11,0.02736318,12020059.4695435,17518.8360433939
1772,37,119,005514,2,371190055142,Block Group 2,0016435,"Block Group 2, Census Tract 55.14, Mecklenburg County, North Carolina",920,88,0,54,9,37,167,66,16,19,31,110,47,65,69,46,96,53088,579,35,0.06044905,17265535.4144897,28853.4691935558
1773,37,119,002002,4,371190020024,Block Group 4,0016234,"Block Group 4, Census Tract 20.02, Mecklenburg County, North Carolina",613,33,0,12,15,16,0,0,12,27,44,94,159,106,46,0,49,87279,240,0,0,6073022.02069092,10829.3617031134
1774,37,119,003500,2,371190035002,Block Group 2,0016336,"Block Group 2, Census Tract 35, Mecklenburg County, North Carolina",574,0,0,0,0,0,11,0,7,11,37,48,70,43,53,47,247,159444,372,0,0,9109046.78790283,13949.7384013539
1775,37,119,003015,1,371190030151,Block Group 1,0016298,"Block Group 1, Census Tract 30.15, Mecklenburg County, North Carolina",750,25,9,0,0,67,27,17,8,33,17,42,99,119,100,124,63,106121,505,9,0.01782178,13771453.9130859,16338.2705394886
1776,37,119,001606,2,371190016062,Block Group 2,0016180,"Block Group 2, Census Tract 16.06, Mecklenburg County, North Carolina",617,69,78,18,45,12,8,64,0,66,62,28,127,19,12,0,9,48049,338,59,0.17455621,7061130.1083374,11282.3398507943
